RainTomorrow,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
No,18.5,21.9,5,6.6,3.4,S,61,SSW,S,43,37,79,62,1015.4,1016.7,7,7,19.3,20.6,Yes
No,15.1,28.4,0,5.4,10.8,NE,39,NE,NNE,20,19,63,47,1017.6,1013.2,4,6,20.6,28.1,No
Yes,28.2,32.3,0,7,5,WNW,41,WNW,WNW,20,26,80,68,1006.8,1003.8,8,7,29.2,31.9,No
Yes,7.2,13.5,6.6,2.6,4.9,WNW,50,NNW,NNW,19,17,58,55,1008.7,1005.7,6,8,10.6,12.2,Yes
Yes,6.4,14.8,5.6,2.2,2.6,WSW,72,NNW,WNW,22,30,93,88,1013,1009.9,6,8,8.8,13.5,Yes
No,8.1,19.2,0,5.6,3.6,SSE,37,WSW,ESE,13,17,55,79,1024.7,1025.9,1,8,17.2,15.7,No
No,19.6,25.5,0,8.8,6.4,ESE,46,ESE,ESE,20,26,65,52,1020.5,1019.3,7,3,21.9,24.3,No
Yes,9.5,16.4,1.8,1.4,4.9,WSW,44,W,SW,13,17,69,57,1020.4,1022.1,7,5,15.9,16,Yes
Yes,8.2,12.6,3,1.8,7.6,NW,41,WSW,WSW,11,20,92,65,1016.2,1016.6,7,6,10.5,11.6,Yes
Yes,13.6,22.8,0,5.4,11,W,41,W,WSW,17,20,86,47,1010.8,1008.1,6,3,16.9,21.8,No
No,20.2,31.6,0,10,12.2,NNE,63,WNW,NE,11,35,58,52,1013.2,1008,6,3,24.9,29,No
Yes,18.7,24.1,0,7,0.9,WNW,30,N,NW,4,7,67,67,1010.8,1008.2,7,7,22.3,24,No
No,20.3,26.3,10.8,7,7.6,NE,44,NNE,NNE,24,30,95,75,1018.1,1015.9,7,5,22,25.8,Yes
Yes,20.7,26.7,8.2,7.2,2.2,SE,37,SSE,SSE,17,19,85,71,1021.3,1017.5,8,7,22.8,24.5,Yes
Yes,24.8,32.5,0,8,6.9,SSE,57,SW,NW,11,24,71,53,1014.3,1009.3,4,5,29.1,31.8,No
No,15.4,22.3,0.2,4.2,8.3,ENE,52,N,NE,13,35,60,48,1022.5,1018.7,6,1,18.9,21.6,No
Yes,9.8,15.9,3.8,1.4,6.7,W,48,WSW,WSW,17,26,64,69,1020,1020.5,2,6,13.5,12.5,Yes
Yes,8.6,16.8,0,1.8,7,NW,57,N,NNW,17,31,94,65,1014,1010.9,7,4,10.2,15.5,No
Yes,13.6,17,20.4,2.6,1,WSW,39,WSW,SW,24,20,83,84,1032.2,1030,7,6,14.8,16.4,Yes
No,12,21.9,0,4.2,10.4,ENE,31,WNW,ENE,11,20,66,56,1034,1031.3,1,1,16.4,21.2,No
No,10.2,20.8,0,4,10.9,NNE,39,NW,NE,6,28,67,60,1029.3,1025.3,4,1,17.6,19.5,No
No,9.4,20.8,0,7,10.6,WSW,52,WSW,WSW,19,17,54,31,1020.4,1018.5,1,1,14.3,19.8,No
No,15.2,25.5,0.4,7,12.6,E,35,W,E,15,24,38,48,1013.8,1011.8,2,3,21.3,22.9,No
Yes,11.9,20.4,8.2,3.8,7.8,WNW,70,W,W,30,24,64,78,1007,1006.6,6,7,19.1,16.3,Yes
Yes,8.7,12.6,0,1,1.7,NNE,50,NNE,NNE,22,28,70,81,1000.2,993.1,8,8,10.2,10.3,No
Yes,18.3,25.1,0,5.8,4.1,SSE,54,ENE,E,13,20,77,74,1016.9,1015,7,2,21.6,22.7,No
Yes,12,20.9,0,4,0.6,SE,30,WSW,ESE,4,13,73,57,1028.3,1024,7,7,15.8,19.6,No
Yes,20.4,33.2,0,5,3.7,NW,46,E,SW,9,9,80,93,1017.2,1017.5,7,8,23.7,21.7,No
No,11,31.5,0,9.8,13.5,WSW,35,ESE,WSW,4,9,62,17,1011.3,1008.7,2,3,21.8,29.6,No
Yes,22.5,30.3,2.2,1.8,9.7,SE,39,SSE,SE,24,26,71,63,1015.2,1012.1,7,6,26.5,29.5,Yes
Yes,4.8,23.1,1.4,4,4.6,W,59,ENE,N,9,35,90,37,1004,995.6,7,5,9.1,22.3,Yes
No,8.6,19.6,0,2,7.8,SSE,37,W,SSE,22,20,73,52,1025.9,1025.3,2,2,10.5,17.9,No
Yes,7.1,11.8,5.4,2.2,3.3,WNW,72,SW,W,19,24,62,60,1014.4,1014.2,8,4,8.4,9.9,Yes
No,10.1,19.1,0,6.6,10.4,W,72,NW,W,33,37,38,31,1006.9,1007.4,2,4,13.9,18.5,No
No,22,35.3,0,17,8.9,N,37,W,NW,7,19,55,30,1015.8,1012.4,5,6,26.6,33.4,No
No,17.6,24,0,10,9.9,WSW,41,WSW,WNW,31,17,23,14,1014.5,1012.1,2,0,20.3,23.5,No
No,9.4,21,20,3.2,9.1,WSW,57,WSW,WSW,26,19,67,37,1016.6,1018.5,1,7,13.2,19.3,Yes
No,0.4,19,0,1.8,10.4,ENE,17,E,SSE,7,6,79,35,1027.2,1022.9,0,1,9.6,18.1,No
No,8.8,24.7,0,10.2,10.7,S,37,SE,SW,20,20,43,24,1027.1,1023.6,1,2,17,23.6,No
No,16.9,25.9,0,8.8,10.3,SSW,50,SSW,SSW,17,19,45,61,1006.3,1005.3,0,1,25.6,24.5,No
No,9.4,16.1,0,1.8,9.1,WNW,94,WNW,WNW,48,50,44,31,1009.5,1007.6,1,1,13.1,15.8,No
Yes,23.7,27.5,40.4,5.6,0,SSE,33,S,ESE,6,7,90,88,1007.2,1003.7,8,8,24.7,26,Yes
No,17,20.6,0.6,2,9.1,SW,48,W,SW,20,26,81,63,1014.5,1014.4,6,4,17.9,20,No
Yes,23.9,29.8,0.8,6.8,7,ENE,41,ESE,ENE,19,30,80,71,1018,1014.6,7,3,26.1,28.2,No
Yes,11.2,21.2,0,6.2,0.3,ENE,35,ESE,SE,15,17,83,73,1018.8,1016.6,4,7,16,17.3,No
No,17.5,23.6,0.4,5.4,1.1,SSW,39,SSW,SSW,13,20,59,47,1008.2,1008.8,7,8,21.1,21.2,No
No,17.6,23.4,0.4,4.6,10.7,E,33,ESE,SE,19,20,66,64,1021.1,1018.8,1,2,21.1,21.7,No
No,3,22.1,0,3.2,9.9,E,26,ENE,NNW,17,6,62,28,1027.1,1024.6,1,6,11.1,21.1,No
No,12.5,22.7,4.2,0.8,4.5,WSW,35,WSW,SW,13,13,82,52,1011.9,1012.6,7,6,13.7,19.9,Yes
No,0.6,18.4,0,2.6,10.5,E,15,E,WSW,9,7,86,54,1031.5,1026.9,2,1,7.6,17.4,No
No,14.5,20.3,2.6,3,9.2,SW,39,S,SW,17,19,70,58,1020.2,1017.9,4,4,17.6,18.5,Yes
No,8.3,18.7,0,3.6,10.8,SSW,39,WNW,S,20,22,52,44,1020.3,1017.5,1,3,12.1,18.1,No
No,22.3,25,0,7.4,7.2,S,57,SSW,S,26,33,83,76,1019.7,1018.5,3,7,22.9,24.1,No
Yes,12.8,17.9,7,0.2,0,SSE,22,SW,SSE,4,7,98,80,1021.1,1016.5,7,7,13.2,17.2,Yes
Yes,17.6,26.8,2.4,4.4,8.4,ESE,37,SSE,SE,7,13,65,56,1023.2,1021.3,7,5,22.9,25.1,Yes
No,12.3,23.7,0,3,4.8,SSW,33,WNW,S,13,19,90,79,1025.1,1022.1,8,3,18.4,21.7,No
Yes,9.2,15,7.4,1.8,6.9,W,56,WSW,WSW,28,26,59,43,1009.4,1012.5,6,4,12,14.7,Yes
No,12.3,23.8,0,3.6,10.8,W,35,W,ESE,20,13,62,27,1018.9,1015.9,1,1,15.5,23.4,No
Yes,7.3,15.2,0,1.6,6.3,NNE,67,NNE,NE,26,39,63,50,1003.2,996,5,6,11.3,14.3,No
No,18.4,23.9,3.4,5,7.1,W,50,WSW,WSW,13,26,82,32,1012.4,1011.7,7,2,19.6,21.6,Yes
No,14.4,21.2,0,4.8,8.5,ENE,37,WNW,ENE,7,22,61,49,1023.2,1020.2,1,1,18.6,21,No
No,16.8,34.1,0,12.8,10.3,ENE,85,ENE,ENE,30,37,48,28,1013.4,1009.2,1,4,25.6,33,No
No,22.4,26.3,0,5.6,9.8,WSW,37,WSW,WSW,22,24,79,77,1006.1,1004.1,3,2,25.1,25.6,No
No,20.2,22.4,4,7,7,SE,52,SE,SE,33,30,74,62,1011.2,1011.1,5,6,21.3,20.8,Yes
No,18.2,24.7,0,5.8,9.2,ENE,26,E,NE,11,9,67,57,1020.7,1018.8,1,1,23.2,22.4,No
Yes,9.2,13,0.6,1,6.1,SSW,54,SSW,SSW,26,22,74,67,1016.3,1016.9,5,6,11.3,12.4,No
Yes,9.1,19.6,0,4.8,0,NNE,48,NNE,NNW,33,9,78,79,1010.8,1007.8,7,8,18.4,17.7,No
No,11.7,23.1,0,1.4,8.5,NNW,26,NW,SE,9,13,56,50,1024.9,1022.1,1,2,20.1,21.6,No
Yes,6.8,16.1,0.4,5.4,6.5,WSW,72,NNW,NW,26,24,60,58,1011.3,1010.2,1,7,12.6,12.5,No
Yes,16.8,24.6,0,5.8,2.6,ESE,52,ENE,ESE,15,17,65,55,1020,1018,8,6,18.5,23.6,No
No,5,18.1,0,1.6,6.3,ESE,30,ESE,WNW,20,9,70,55,1026.8,1022.7,1,7,11.4,16.7,No
No,13.4,24.4,0,8.2,11.2,W,48,WSW,SE,28,20,33,27,1012.9,1010.6,1,1,17.2,20.9,No
Yes,25.2,34.2,0,4.4,8,ENE,31,S,NW,9,17,75,62,1012.8,1008.6,6,7,29.3,32,No
Yes,24.8,32.9,0,4.2,4.1,E,61,E,N,17,13,73,96,1012,1010.5,7,8,28.7,24.4,No
Yes,16.3,16.7,2.8,4,0,S,31,S,S,11,17,98,85,1010.3,1010.8,8,8,16.7,16.1,Yes
Yes,8.4,12,0.2,2.8,3.3,WNW,102,NNE,NNW,15,41,72,58,988.1,977.1,6,7,10.6,10.3,No
Yes,20.5,28.4,0.6,9.6,7,SE,46,S,SE,28,33,58,56,1018.7,1016,1,5,24.2,26,No
Yes,13.6,20.1,36.8,6.8,2.2,S,76,ESE,S,35,41,81,77,1017.3,1016.3,7,7,16.4,19,Yes
Yes,9.5,17.7,0,2.4,4.9,SSW,41,SW,SSW,22,26,53,76,1026.7,1026.6,4,7,15.5,16.3,No
No,19.7,33.8,0,9.4,11.4,SSW,39,NW,S,17,20,54,70,1015.1,1014.2,2,1,28.6,27.8,No
Yes,19.1,29.5,0,10.8,2.5,N,63,N,S,46,19,46,96,1010.8,1014.8,7,7,26.8,18,No
No,10.1,18.8,1.6,1.2,9.1,WSW,39,WSW,WSW,15,28,83,53,1013.6,1013.8,5,4,12,17.9,Yes
Yes,7.5,15.5,0,2.2,3.5,NW,43,NNW,NW,24,19,75,93,1014.5,1013.3,8,8,11.1,13.9,No
No,6.4,30.1,0,5.2,12,E,22,E,ESE,11,11,51,15,1016.3,1013.2,1,1,16.6,29.2,No
No,19.3,24.7,0,5.4,7.8,E,50,E,E,26,33,70,69,1019.1,1017.8,7,4,21.5,22.7,No
No,1.3,10.2,4.2,2.6,4.4,WSW,33,WSW,W,15,17,87,64,1018.4,1016.8,7,7,3.8,8.5,Yes
Yes,14.5,19,0.4,3.6,4.4,E,46,ESE,ESE,22,22,59,58,1031.2,1029.2,5,7,16.5,17.2,No
No,9.5,14.8,3,1.2,0,NE,20,ENE,N,9,11,90,87,1016.3,1013.9,7,8,11.1,14.7,Yes
Yes,12.1,17.9,0,5.2,11.1,SSW,35,S,SSW,17,22,53,44,1019.9,1019.7,5,2,14,16.6,No
No,21.6,31.6,0,7.4,0.1,S,28,ENE,SSE,7,4,48,30,1015.8,1013.2,8,8,24.8,31.1,No
Yes,12.7,19,15,1.4,3.3,N,48,N,N,26,17,91,82,1009.2,1009.8,6,4,14.3,16.7,Yes
Yes,6.7,13.2,5.6,1,4.3,N,41,N,N,19,17,95,88,1009.4,1008.6,4,5,8.3,11.7,Yes
No,16.6,25.6,0,5.4,10.2,NE,37,W,ENE,15,28,69,58,1019.1,1015.1,3,1,20.2,24.9,No
Yes,4.7,13.6,0,2,3.2,N,83,N,N,30,46,56,56,1018.3,1010.4,6,7,9,11.7,No
No,1.6,19.6,0,3.2,10.2,WSW,26,ENE,W,13,11,51,28,1023.3,1019.2,5,5,11,18.9,No
Yes,7.7,17.8,17.6,1.4,4.4,W,37,SE,WNW,7,15,97,59,1017,1016.4,6,6,10.4,16.2,Yes
No,4.3,23,0,3.4,10,SW,39,ENE,SW,7,17,44,32,1018.5,1016.6,1,2,13.5,21.5,No
No,17.5,25.8,0,7.2,11,ESE,41,E,E,22,26,72,57,1020.8,1019.3,3,6,23.4,25,No
Yes,24.1,32.3,0,8,10.9,NNE,26,NW,NE,6,9,54,54,1014.3,1010.7,4,3,28.4,31.1,No
Yes,19.6,24.9,2,2,0.5,SSW,46,SSW,S,22,31,93,69,1019.9,1019.8,8,7,20.5,24.2,Yes
No,13.2,21.7,10.2,6.4,11.2,S,54,SSW,S,26,26,73,63,1022,1021.7,7,1,17.4,20,Yes
No,12.3,30.6,0,7,3,NNW,33,NW,N,9,13,41,27,1015.3,1010.9,5,6,24.3,29.5,No
Yes,23,31.8,0,8,9.6,E,33,S,E,13,19,64,54,1016.2,1013.1,5,6,28.1,30.7,No
Yes,4.4,14.3,1.4,1,6.8,WNW,48,NNW,WNW,19,24,94,82,1022.6,1022.9,1,7,7.7,11.9,Yes
Yes,8.4,17.8,2.2,3.2,4.4,SSE,37,NW,WSW,17,13,74,93,1003.6,1003,3,8,14.7,12.2,Yes
Yes,17.3,27.4,0,6.6,0,ENE,33,NE,SSW,6,9,76,63,1015.8,1012.8,8,8,20.1,25.1,No
Yes,8,12.4,5.6,0.4,5.2,SW,50,WSW,SSW,17,28,93,75,1015.9,1014.4,8,8,10.1,11,Yes
No,12.3,27.3,0,5,11.9,ENE,30,W,NE,13,15,59,36,1019,1013.1,0,0,17.6,25.7,No
No,6.4,29.8,0,5.4,6.9,W,50,NW,W,20,22,50,36,1015.8,1010.3,4,7,19.8,25.7,No
Yes,16.9,22.8,1.8,2.8,4.3,NNE,56,NNE,NE,22,24,78,88,1016.1,1011.4,7,7,20.6,20.8,Yes
No,18.5,27,27.8,7,6.2,S,44,SW,SE,15,15,81,56,1020.4,1018.2,6,3,19.6,26,Yes
Yes,16.4,27.6,0.2,5.4,7.5,S,35,SSW,S,11,20,87,65,1015.1,1014.3,7,7,20.7,25.8,No
Yes,16.4,28.3,0,3.6,11.4,SSE,30,SW,S,9,17,86,55,1010.4,1006.3,7,1,19.7,27.6,No
No,16.6,22.2,4,5.6,3.8,SE,48,SE,SE,17,26,69,57,1019.9,1018.3,7,6,19.2,21.6,Yes
No,21.4,40.8,0,11.2,4.9,NW,52,ENE,NW,11,35,19,7,1008.8,1005.8,7,5,30.2,40,No
Yes,8.7,15.4,0.2,0.8,2.9,N,41,N,NW,24,26,88,87,1009.6,1008.4,6,7,9.7,14.4,No
Yes,6.7,15.4,0,2,0.3,WNW,19,WNW,SE,9,7,80,49,1026.2,1022.9,7,7,9.7,15.1,No
No,15.8,25.5,0,7,12.6,ESE,26,SSE,ESE,13,17,62,56,1023.3,1022.7,2,1,23.6,25.2,No
No,5.2,30.8,0,6,7.8,SSW,48,E,SW,13,24,49,8,1017.8,1013.6,3,7,17.2,30.1,No
No,23.5,27.6,0.4,1.2,2.6,NE,46,ENE,NE,22,28,90,85,1017.6,1015.9,7,8,25.3,25.3,No
Yes,2.1,14.5,0.2,1.8,4.1,W,33,WNW,W,15,22,89,67,1021.1,1020.6,6,7,9.8,13.6,No
Yes,5.9,14.9,0,2,0.1,N,15,N,S,4,9,87,70,1027.2,1021.9,7,7,7.5,12.8,No
Yes,13.9,20,2,3,4.6,WSW,50,N,WSW,17,26,94,74,1005.8,1007.7,8,6,15.7,17.8,Yes
Yes,19.4,23.8,0.2,2.6,0.7,N,43,SSW,N,7,24,80,67,1012.6,1011.5,7,8,21.3,23.6,No
Yes,9,14,0,2,0,NNE,43,NNE,NNE,19,15,81,87,1026.8,1023.8,7,8,12.1,12.8,No
Yes,13.3,18.6,11.4,4.2,8.2,SW,67,SW,WSW,28,31,73,43,1006.2,1006.1,7,4,14.6,17,Yes
Yes,15.2,23.1,0.2,4.8,0.4,NW,69,NNE,NNE,17,13,78,74,1002.2,992.8,8,8,19.7,22.1,No
Yes,24.6,31.3,2.6,4.2,6.8,SE,37,SSE,SE,13,28,81,72,1008.5,1005.9,6,6,27.7,28.8,Yes
Yes,16.6,20.6,4.8,3.2,0.9,N,28,SSW,NNW,6,7,95,89,1014.1,1013.7,8,8,17.3,18.9,Yes
No,16.1,22.9,0,10.8,8.7,WNW,80,NW,WNW,35,48,16,17,1005.7,1006.2,0,5,21.7,19,No
Yes,13,18.4,51.8,1.4,3,SSE,54,SW,SW,30,20,94,91,1014.1,1013,7,7,14.6,16.1,Yes
Yes,13.3,29.5,0,7,0.2,NW,85,N,W,19,59,17,35,1003.8,1002.3,7,8,26.2,24,No
No,10.8,19,0,3,0.7,WSW,46,WNW,WSW,13,24,63,39,1018.3,1015.8,7,7,13,17.5,No
Yes,20,26.9,23.8,8,0,W,61,ENE,ENE,9,22,80,74,1012.5,1009.4,7,7,22.7,25.3,Yes
Yes,19.1,26.9,0,5.2,0.8,E,22,SE,NE,13,13,71,68,1017.4,1014.6,7,8,23.3,24.3,No
Yes,7.2,13.1,1.8,5.2,4.2,W,81,NNW,WNW,28,50,61,69,997.8,999,7,7,9.5,11.2,Yes
No,8,31.6,0,6.2,11.9,NNW,30,E,NW,17,13,40,13,1019.9,1014.9,3,1,17.6,30.6,No
Yes,14.2,32.6,0.4,4.4,4,WNW,57,N,WSW,15,31,66,48,1004.2,1002.8,8,6,21.1,25.8,No
Yes,23.4,27.7,0,6.8,2.9,S,44,N,NW,26,13,69,93,1005.4,1006.9,7,7,25.3,23.8,No
No,10.3,17.7,0,3.4,8.2,S,48,SSW,S,24,26,68,69,1026.6,1024.6,3,7,16,17,No
No,14.3,30.4,0,7.4,10,SSE,31,NNW,S,11,19,74,36,1018.4,1015.6,2,4,20.8,29.7,No
Yes,6.4,16.1,2.2,4,6,WSW,50,W,W,28,31,68,45,1015.5,1015.6,1,7,11,14.6,Yes
No,3.1,18.2,0,2.2,7.8,E,48,NNE,ENE,6,24,71,43,1033.4,1029.6,3,7,8.2,17.3,No
Yes,12.9,15.9,2.8,2.2,0.2,ESE,39,SE,SE,17,20,74,80,1036.8,1034.2,6,6,15.4,15.6,Yes
No,16,20.3,0,5.9,11.3,SSE,39,SE,SE,22,20,58,56,1024.4,1022,2,3,18.7,19.2,No
Yes,22.8,31.5,4.2,4.2,6.4,NE,22,SE,NNE,6,15,65,62,1010.4,1008,6,7,28.7,29.5,Yes
No,1.4,13.4,0.8,2.8,10.4,SW,28,N,WSW,4,20,88,55,1024.4,1024.3,2,3,6.7,12.6,No
Yes,24.8,31.7,0,12.6,12.1,ENE,37,ENE,ENE,19,30,54,49,1013.4,1010.7,2,1,28.9,30,No
No,20,26.3,0,9,11.4,E,41,NE,E,13,28,57,56,1022.2,1020.4,3,1,23.6,24.3,No
No,13.1,20.8,5.2,1.6,5.5,SSW,43,W,SSW,20,20,75,49,1017.1,1014,7,1,14.6,20.2,Yes
No,11.5,15,0,3.4,0,W,30,WNW,NW,11,13,78,59,1016.5,1012.3,8,7,12.1,14.5,No
No,14.1,29.3,0,7.4,9.2,SSW,74,N,WNW,35,35,50,15,1014.6,1007.1,1,7,20,28.2,No
Yes,21.5,35.1,0,9,10.4,E,39,ENE,SSW,13,17,39,28,1007.4,1002.7,6,2,28.1,33.4,No
Yes,23.9,30.3,13.8,6.2,4,NE,33,E,NNE,20,9,84,79,1007.1,1004,7,7,26.2,28.2,Yes
No,26.2,41.7,0,12.8,12.6,NNE,44,NNE,NNE,26,4,48,17,1012.9,1008,1,1,30.2,39.6,No
Yes,16.4,23,0,7.8,8,S,50,SSW,SE,13,31,69,68,1015.8,1015,3,6,20.5,20.2,No
No,3.1,14.7,0,2.8,5.4,SSW,31,WNW,WSW,7,20,78,45,1022.6,1020,1,8,8,14.2,No
Yes,13.9,18.2,5.6,4.6,6.6,W,48,W,W,17,26,93,57,1018.7,1016.3,8,6,15.1,17.1,Yes
Yes,23.5,30.3,53,6.4,0.1,SE,46,ESE,S,24,24,74,68,1006.6,1003.3,8,8,27,28.5,Yes
No,20.4,25.1,2.6,2.4,6.3,SSW,30,SE,SE,17,19,63,61,1018.5,1017.5,6,3,22.3,23.9,Yes
Yes,11.7,17.5,2,3.8,3.8,SSE,33,W,SSW,19,13,81,75,1013.7,1015,7,7,14.1,17,Yes
Yes,21.6,33.1,1,8.4,7.6,SSW,72,ESE,NE,13,30,63,40,1013.2,1009.1,4,7,26.9,33,No
Yes,25.5,31.3,1.6,5.6,2.5,NE,30,ESE,NE,13,17,88,70,1011.7,1009.5,7,7,27.1,29.9,Yes
Yes,7.5,19.3,2.2,2.4,7.8,NNE,43,N,NNE,17,24,68,47,1012.2,1003.6,1,7,13.6,17.9,Yes
Yes,10.7,12.2,9,0.6,1,SSW,35,SE,ESE,9,9,90,83,994.6,992.2,5,7,11.5,11.5,Yes
No,17.9,26.4,0,5,11.1,SSE,41,N,NE,11,26,60,55,1019.7,1014.1,2,1,21.5,25.1,No
Yes,4.3,22.4,0,3.2,10.3,E,31,SE,ENE,6,15,51,32,1025.5,1019.6,0,0,16,21.8,No
Yes,23.5,30.6,9,5.2,0.6,SE,35,SSE,SSE,11,11,86,87,1013,1010.9,7,7,25.8,26.9,Yes
Yes,5.8,10.4,0,1.2,0,W,39,W,WNW,7,19,80,68,1022.9,1020.5,8,7,7.1,10.4,No
No,10,14.9,0,4.4,10.4,SW,39,WSW,SSE,24,20,42,51,1020.8,1021.1,1,2,12.1,13.8,No
No,24.7,25.3,0,10.4,7.4,S,54,S,SE,43,31,78,59,1013.7,1016.3,1,7,24.7,23.3,No
Yes,24.8,31.4,2.8,5.2,8.3,NW,33,N,NNE,9,15,75,72,1009.1,1006.6,7,3,28.9,30.2,Yes
No,4.3,23,0,5,11.6,WSW,46,NW,SW,7,20,53,20,1022.2,1018.9,0,5,13.5,22.1,No
Yes,12.9,28.3,0,4.2,9.4,NNW,33,N,N,19,11,45,32,1021,1016.2,2,5,19.8,26.9,No
Yes,14.3,19.4,32.8,3,5.3,W,41,WNW,WNW,13,17,74,52,1010.6,1010.3,5,6,15.7,17.4,Yes
Yes,2.6,15.4,0,1.6,5.2,NW,41,ENE,NW,11,24,79,54,1015.9,1011.5,6,5,8.1,13.3,No
Yes,4.5,20,0,2.2,6.3,WSW,37,E,SW,19,15,65,50,1016.6,1013,3,6,14.4,18,No
Yes,11.5,14.3,8.8,1.4,1.8,SSW,83,SW,SSW,52,52,76,79,1011.4,1011.5,7,7,12.9,13.4,Yes
No,17.7,25.5,11,1.8,10.4,SE,24,WSW,SE,15,15,74,63,1018.4,1016.2,5,2,22.4,25.1,Yes
Yes,23.9,26.6,0,9.8,1.8,SW,63,W,SW,33,35,68,61,1007.4,1012.1,7,6,26.5,24,No
Yes,15.2,18.4,45.8,8.6,1.6,SW,56,SE,SSW,15,20,93,69,998.1,1007.5,8,8,15.3,17.5,Yes
Yes,7.2,16.2,0,2.2,7,WNW,102,NNW,NW,24,28,53,44,1002.3,999.4,5,3,13.8,12.1,No
Yes,9,27.6,0,3.4,9.7,SSE,30,NE,SE,13,11,55,28,1015.6,1011.9,6,4,18.3,26.6,No
Yes,11.3,15.4,0,3,0.1,SE,30,SSE,ESE,9,9,68,51,1032.1,1032.6,8,7,12.1,14.9,No
Yes,24,31.3,3.2,3.4,2.8,NW,35,S,WNW,15,24,85,73,1005.4,1002.2,7,7,26.3,30.2,Yes
Yes,19.1,29.4,0,4.4,6.8,SE,31,SW,SSE,4,7,78,45,1019.1,1015.8,6,4,22.2,28.7,No
Yes,12.5,24.2,0,5.6,2.7,SSW,61,NNW,SSW,30,39,33,90,1006,1007.8,4,8,22.7,14.2,No
No,10.4,21.9,0,3.2,10.3,NNE,46,NW,NE,15,33,57,45,1021.9,1016.1,3,3,16.7,20.2,No
Yes,12.6,21.2,5.2,1.6,3.2,N,35,NNE,WNW,17,17,87,61,1015.2,1012.9,7,7,15.2,20.4,Yes
No,19.6,27.4,0.2,4.2,6.5,NNE,35,NW,NE,11,17,76,61,1022.3,1019.8,7,7,23.6,25.6,No
No,12.1,20.7,0.2,5.6,9.6,NW,39,W,SE,19,11,56,50,1021.1,1018.8,1,0,16.4,19,No
Yes,6.5,13.2,2.4,5.8,9.9,W,59,WNW,NE,26,13,52,51,1003.2,1008.1,3,6,10.4,11.5,Yes
No,25.3,41.7,0,12.4,7.7,SW,46,NE,WNW,15,6,12,8,1008,1003.8,1,7,34.3,39.2,No
No,16.2,30.5,0,10.2,9.8,ENE,41,E,NE,22,13,48,29,1018.4,1013.7,2,2,21.4,28.4,No
Yes,20.7,30.5,14.8,14.6,4.1,NW,46,NW,SSE,22,9,90,54,1009.1,1006.6,7,7,22,28.3,Yes
No,13.7,22.8,0,2,1.8,NNW,28,W,NNE,9,11,88,53,1018.9,1014.2,7,8,14.4,21.9,No
Yes,13.6,18.7,0,2.4,3.8,ENE,33,NE,E,2,26,73,68,1026.9,1023.4,7,4,15.9,17.2,No
Yes,23,29.3,3.8,6.6,3.4,SE,48,SSE,SE,19,20,76,66,1016.3,1012.9,2,6,26.6,27.2,Yes
Yes,11.1,16.9,0,4,8,NNW,54,NNE,N,17,26,57,92,1018.4,1015.8,7,8,14.8,13.6,No
No,8.3,20.4,1.4,1.8,6.3,S,33,WNW,S,13,17,80,69,1032.3,1029.5,1,7,13.7,18.7,Yes
Yes,10.4,17.1,13,4.4,5.8,W,87,W,WSW,48,43,84,60,1009.5,1013.6,7,8,11.4,15.2,Yes
Yes,10.9,16,0.6,5.6,5.9,W,76,N,SW,20,43,64,49,1008.7,1009,7,2,12.3,13.1,No
No,19.8,26,0.8,5.6,8.5,ESE,28,SE,ESE,11,20,70,58,1014.7,1014,5,2,22.2,24.9,No
No,9.1,17.2,0.4,0.6,0.9,SW,31,SW,W,13,7,52,50,1013.4,1011.2,7,7,15.2,17.1,No
No,21.8,30.9,0,4.6,10.7,NE,52,NW,ENE,9,30,72,53,1019.5,1017.6,1,2,26.2,29.3,No
Yes,16.2,20.3,0.4,4.8,0,ENE,22,ENE,E,11,13,83,83,1021.1,1018.2,8,8,17.9,19.5,No
No,4.9,19.7,0,2.8,8.8,WSW,22,WNW,NNE,2,11,67,50,1019.9,1017.7,1,6,13.7,17,No
No,18.1,22.4,0.2,8.2,2.9,ESE,41,SE,SE,20,22,42,43,1027.4,1026.8,2,7,20.6,21.2,No
No,25.4,36.6,0,15.2,10.3,SW,43,SSW,SSW,19,13,24,12,1008.6,1006.9,5,5,26.1,35.4,No
No,2.9,19.9,0,7.8,11.1,SW,46,SW,SW,24,30,42,24,1022,1018.4,0,0,13.6,19.4,No
No,20.7,34.8,0,13.8,12.3,ENE,63,ENE,NNW,30,17,52,29,1021.7,1018,1,4,24,33.3,No
Yes,24,30.7,17.4,8,9.5,E,56,ESE,E,17,30,76,67,1013.1,1011.1,6,5,27.9,30.3,Yes
Yes,16.3,31,0,8,2.2,N,72,N,N,43,46,44,46,1006.2,1004.3,7,6,25.4,29.4,No
Yes,22.8,30.2,0,7.2,2.4,SSW,35,S,SE,13,13,79,68,1011.7,1009.5,6,7,25.6,29,No
Yes,21.6,24.4,1.4,4.8,2.3,SE,43,SE,SE,28,26,75,88,1018.9,1016.2,7,7,22.7,21.6,Yes
